times, f
2.270468638197906397e-01,2.754534431806646144e-01
2.304869678170601843e-01,2.689398174875560765e-01
2.339270718143297567e-01,2.625223749863902500e-01
2.373671758115993013e-01,2.561994797480488528e-01
2.408072798088688460e-01,2.499694958434137970e-01
2.442473838061384184e-01,2.438307873433666617e-01
2.476874878034079630e-01,2.377817183187894423e-01
2.511275918006775076e-01,2.318206528405638844e-01
2.545676957979470800e-01,2.259459549795715394e-01
2.580077997952166524e-01,2.201559888066944026e-01
2.614479037924861693e-01,2.144491183928142475e-01
2.648880077897557417e-01,2.088237078088127641e-01
2.683281117870253141e-01,2.032781211255717813e-01
2.717682157842948310e-01,1.978107224139730447e-01
2.752083197815644033e-01,1.924198757448983554e-01
2.786484237788339757e-01,1.871039451892294314e-01
2.820885277761034926e-01,1.818612948178482125e-01
2.855286317733730650e-01,1.766902887016362778e-01
2.889687357706426374e-01,1.715892909114754561e-01
2.924088397679121543e-01,1.665566655182476596e-01
2.958489437651817267e-01,1.615907765928344952e-01
2.992890477624512990e-01,1.566899882061177918e-01
3.027291517597208159e-01,1.518526644289794614e-01
3.061692557569903883e-01,1.470771693323010554e-01
3.096093597542599607e-01,1.423618669869645137e-01
3.130494637515295331e-01,1.377051214638514987e-01
3.164895677487990500e-01,1.331052968338439502e-01
3.199296717460686224e-01,1.285607571678235028e-01
3.233697757433381947e-01,1.240698665366719439e-01
3.268098797406077116e-01,1.196309890112711577e-01
3.302499837378772840e-01,1.152424886625028067e-01
3.336900877351468564e-01,1.109027295612486919e-01
3.371301917324163733e-01,1.066100757783906561e-01
3.405702957296859457e-01,1.023628913848103894e-01
3.440103997269555181e-01,9.815954045138970685e-02
3.474505037242250349e-01,9.399838704901046504e-02
3.508906077214946073e-01,8.987779524855425695e-02
3.543307117187641797e-01,8.579612912090302246e-02
3.577708157160337521e-01,8.175175273693846556e-02
3.612109197133032690e-01,7.774303016754244289e-02
3.646510237105728414e-01,7.376845848958979435e-02
3.680911277078424138e-01,6.982739500011318767e-02
3.715312317051119306e-01,6.591953925277808934e-02
3.749713357023815030e-01,6.204459167799834113e-02
3.784114396996510754e-01,5.820225270618793051e-02
3.818515436969205923e-01,5.439222276776087273e-02
3.852916476941901647e-01,5.061420229313095404e-02
3.887317516914597371e-01,4.686789171271218968e-02
3.921718556887292539e-01,4.315299145691855326e-02
3.956119596859988263e-01,3.946920195616389349e-02
3.990520636832683987e-01,3.581622364086219784e-02
4.024921676805379156e-01,3.219375694142744687e-02
4.059322716778074880e-01,2.860150228827347541e-02
4.093723756750770604e-01,2.503916011181425705e-02
4.128124796723465773e-01,2.150643084246380010e-02
4.162525836696161496e-01,1.800301491063593939e-02
4.196926876668857220e-01,1.452861274674462425e-02
4.231327916641552944e-01,1.108292478120384388e-02
4.265728956614248113e-01,7.665651444427562348e-03
4.300129996586943837e-01,4.276493166829606687e-03
4.334531036559639561e-01,9.151503788239691468e-04
4.368932076532334730e-01,-2.418676489175367993e-03
4.403333116505030453e-01,-5.725287006754542149e-03
4.437734156477726177e-01,-9.004980743499606602e-03
4.472135196450421346e-01,-1.225805726899655869e-02
4.506536236423117070e-01,-1.548481615283155664e-02
4.540937276395812794e-01,-1.868555696459062512e-02
4.575338316368507963e-01,-2.186057927385976277e-02
4.609739356341203687e-01,-2.501018265022515383e-02
4.644140396313899410e-01,-2.813466666327276919e-02
4.678541436286595134e-01,-3.123433088258872545e-02
4.712942476259290303e-01,-3.430947487775901777e-02
4.747343516231986027e-01,-3.736039821836979746e-02
4.781744556204681751e-01,-4.038740047400710131e-02
4.816145596177376920e-01,-4.339078121425692797e-02
4.850546636150072644e-01,-4.637084000870543565e-02
4.884947676122768367e-01,-4.932787642693862995e-02
4.919348716095463536e-01,-5.226219003854256501e-02
4.953749756068159260e-01,-5.517408041310336436e-02
4.988150796040854984e-01,-5.806384712020706829e-02
5.022551836013550153e-01,-6.093178972943967542e-02
5.056952875986245877e-01,-6.377820781038735787e-02
5.091353915958941601e-01,-6.660340093263611427e-02
5.125754955931637324e-01,-6.940766866577204042e-02
5.160155995904333048e-01,-7.219131057938113494e-02
5.194557035877027662e-01,-7.495462624304945198e-02
5.228958075849723386e-01,-7.769791522636319836e-02
5.263359115822419110e-01,-8.042147709890835883e-02
5.297760155795114834e-01,-8.312561143027094590e-02
5.332161195767810558e-01,-8.581061779003711087e-02
5.366562235740506281e-01,-8.847679574779285239e-02
5.400963275713200895e-01,-9.112444487312415520e-02
5.435364315685896619e-01,-9.375386428926239801e-02
5.469765355658592343e-01,-9.636530554158016793e-02
5.504166395631288067e-01,-9.895893104373833238e-02
5.538567435603983791e-01,-1.015348934110157086e-01
5.572968475576679515e-01,-1.040933452586910724e-01
5.607369515549375238e-01,-1.066344392020431575e-01
5.641770555522069852e-01,-1.091583278563507120e-01
5.676171595494765576e-01,-1.116651638368925947e-01
5.710572635467461300e-01,-1.141550997589475674e-01
5.744973675440157024e-01,-1.166282882377943642e-01
5.779374715412852748e-01,-1.190848818887117327e-01
5.813775755385548472e-01,-1.215250333269785182e-01
5.848176795358243085e-01,-1.239488951678733436e-01
5.882577835330938809e-01,-1.263566200266751649e-01
5.916978875303634533e-01,-1.287483605186626745e-01
5.951379915276330257e-01,-1.311242692591146619e-01
5.985780955249025981e-01,-1.334844988633098473e-01
6.020181995221721705e-01,-1.358292019465270339e-01
6.054583035194416318e-01,-1.381585311240449698e-01
6.088984075167112042e-01,-1.404726390111424861e-01
6.123385115139807766e-01,-1.427716782230983028e-01
6.157786155112503490e-01,-1.450558013751912512e-01
6.192187195085199214e-01,-1.473251610827000513e-01
6.226588235057894938e-01,-1.495799099609034788e-01
6.260989275030590662e-01,-1.518202006250802816e-01
6.295390315003285275e-01,-1.540461856905092075e-01
6.329791354975980999e-01,-1.562580177724691710e-01
6.364192394948676723e-01,-1.584558494862388367e-01
6.398593434921372447e-01,-1.606398334470970080e-01
6.432994474894068171e-01,-1.628101222703223494e-01
6.467395514866763895e-01,-1.649668685711938310e-01
6.501796554839458508e-01,-1.671102249649900062e-01
6.536197594812154232e-01,-1.692403440669898451e-01
6.570598634784849956e-01,-1.713573784924720123e-01
6.604999674757545680e-01,-1.734614808567153110e-01
6.639400714730241404e-01,-1.755528037749984893e-01
6.673801754702937128e-01,-1.776314998626003505e-01
6.708202794675632852e-01,-1.796977217347996425e-01
6.742603834648327465e-01,-1.817516220068750576e-01
6.777004874621023189e-01,-1.837933532941055104e-01
6.811405914593718913e-01,-1.858230682117697485e-01
6.845806954566414637e-01,-1.878409193751464368e-01
6.880207994539110361e-01,-1.898470593995144617e-01
6.914609034511806085e-01,-1.918416409001525436e-01
6.949010074484500699e-01,-1.938248164923394024e-01
6.983411114457196422e-01,-1.957967387913539248e-01
7.017812154429892146e-01,-1.977575604124748310e-01
7.052213194402587870e-01,-1.997074339709808966e-01
7.086614234375283594e-01,-2.016465120821508139e-01
7.121015274347979318e-01,-2.035749473612634974e-01
7.155416314320675042e-01,-2.054928924235976395e-01
7.189817354293369656e-01,-2.074004998844319325e-01
7.224218394266065379e-01,-2.092979223590452909e-01
7.258619434238761103e-01,-2.111853099427617730e-01
7.293020474211456827e-01,-2.130627852258931143e-01
7.327421514184152551e-01,-2.149304538679132348e-01
7.361822554156848275e-01,-2.167884212805445132e-01
7.396223594129542889e-01,-2.186367928755093004e-01
7.430624634102238613e-01,-2.204756740645301416e-01
7.465025674074934336e-01,-2.223051702593293322e-01
7.499426714047630060e-01,-2.241253868716292230e-01
7.533827754020325784e-01,-2.259364293131523316e-01
7.568228793993021508e-01,-2.277384029956208977e-01
7.602629833965716122e-01,-2.295314133307573279e-01
7.637030873938411846e-01,-2.313155657302841117e-01
7.671431913911107570e-01,-2.330909656059237112e-01
7.705832953883803293e-01,-2.348577183693982551e-01
7.740233993856499017e-01,-2.366159294324304274e-01
7.774635033829194741e-01,-2.383657042067423848e-01
7.809036073801890465e-01,-2.401071481040566724e-01
7.843437113774585079e-01,-2.418403665360955301e-01
7.877838153747280803e-01,-2.435654649145815309e-01
7.912239193719976527e-01,-2.452825486512369424e-01
7.946640233692672250e-01,-2.469917231577841987e-01
7.981041273665367974e-01,-2.486930938459457063e-01
8.015442313638063698e-01,-2.503867661274437606e-01
8.049843353610758312e-01,-2.520728454140008790e-01
8.084244393583454036e-01,-2.537514371173393291e-01
8.118645433556149760e-01,-2.554226466491816838e-01
8.153046473528845484e-01,-2.570865794212501831e-01
8.187447513501541208e-01,-2.587433408452672889e-01
8.221848553474236931e-01,-2.603930363329552966e-01
8.256249593446931545e-01,-2.620357712960367236e-01
8.290650633419627269e-01,-2.636716511462338652e-01
8.325051673392322993e-01,-2.653007812952691280e-01
8.359452713365018717e-01,-2.669232671548650848e-01
8.393853753337714441e-01,-2.685392141367438090e-01
8.428254793310410165e-01,-2.701487276526279291e-01
8.462655833283105888e-01,-2.717519131142397959e-01
8.497056873255800502e-01,-2.733488759333016493e-01
8.531457913228496226e-01,-2.749397215215360624e-01
8.565858953201191950e-01,-2.765245552906653859e-01
8.600259993173887674e-01,-2.781034826524119707e-01
8.634661033146583398e-01,-2.796766090184981679e-01
8.669062073119279122e-01,-2.812440398006464948e-01
8.703463113091973735e-01,-2.828058804105793023e-01
8.737864153064669459e-01,-2.843622362600188858e-01
8.772265193037365183e-01,-2.859132127606878182e-01
8.806666233010060907e-01,-2.874589153243082840e-01
8.841067272982756631e-01,-2.889994493626028005e-01
8.875468312955452355e-01,-2.905349202872937187e-01
8.909869352928148079e-01,-2.920654335101034449e-01
8.944270392900842692e-01,-2.935910944427543301e-01
8.978671432873538416e-01,-2.951120084969688917e-01
9.013072472846234140e-01,-2.966282810844693696e-01
9.047473512818929864e-01,-2.981400175887861104e-01
9.081874552791625588e-01,-2.996472908702399462e-01
9.116275592764321312e-01,-3.011500786264323937e-01
9.150676632737015925e-01,-3.026483412414388563e-01
9.185077672709711649e-01,-3.041420390993354039e-01
9.219478712682407373e-01,-3.056311325841976623e-01
